article_id,banner,pack_size,fiscal_week,start_date,end_date,metrics,comparison,value
12345,dm,each,40,30/09/2024,6/10/2024,asp,focus,19.8994382
12345,dm,each,41,7/10/2024,13/10/2024,asp,focus,20.29558733
12345,dm,each,42,14/10/2024,20/10/2024,asp,focus,21.04314038
12345,dm,each,43,21/10/2024,27/10/2024,asp,focus,15.95026304
12345,dm,each,44,28/10/2024,3/11/2024,asp,focus,15.40640326
12345,dm,each,45,4/11/2024,10/11/2024,asp,focus,14.24340066
12345,dm,each,46,11/11/2024,17/11/2024,asp,focus,13.64915669
12345,dm,each,47,18/11/2024,24/11/2024,asp,focus,14.62979465
12345,dm,each,48,25/11/2024,1/12/2024,asp,focus,13.73529251
12345,dm,each,49,2/12/2024,8/12/2024,asp,focus,16.82583141
12345,dm,each,50,9/12/2024,15/12/2024,asp,focus,17.22027207
12345,dm,each,51,16/12/2024,22/12/2024,asp,focus,19.86130223
12345,dm,each,52,23/12/2024,29/12/2024,asp,focus,19.93371955
12345,dm,each,53,30/12/2024,31/12/2024,asp,focus,21.2693717
12345,dm,each,1,1/01/2025,5/01/2025,asp,focus,17.52604625
12345,dm,each,2,6/01/2025,12/01/2025,asp,focus,17.49103369
12345,dm,each,3,13/01/2025,19/01/2025,asp,focus,17.58373517
12345,dm,each,4,20/01/2025,26/01/2025,asp,focus,17.13520856
12345,dm,each,5,27/01/2025,2/02/2025,asp,focus,14.83794098
12345,dm,each,6,3/02/2025,9/02/2025,asp,focus,16.01111005
12345,dm,each,7,10/02/2025,16/02/2025,asp,focus,14.98248171
12345,dm,each,8,17/02/2025,23/02/2025,asp,focus,16.86454707
12345,dm,each,18,29/04/2024,5/05/2024,asp,comparison,13.11066822
12345,dm,each,19,6/05/2024,12/05/2024,asp,comparison,13.32865552
12345,dm,each,20,13/05/2024,19/05/2024,asp,comparison,13.54974924
12345,dm,each,21,20/05/2024,26/05/2024,asp,comparison,16.41327989
12345,dm,each,22,27/05/2024,2/06/2024,asp,comparison,15.41547521
12345,dm,each,23,3/06/2024,9/06/2024,asp,comparison,15.15265622
12345,dm,each,24,10/06/2024,16/06/2024,asp,comparison,17.34782137
12345,dm,each,25,17/06/2024,23/06/2024,asp,comparison,15.87952233
12345,dm,each,26,24/06/2024,30/06/2024,asp,comparison,14.20889491
12345,dm,each,27,1/07/2024,7/07/2024,asp,comparison,19.1210578
12345,dm,each,28,8/07/2024,14/07/2024,asp,comparison,19.64280133
12345,dm,each,29,15/07/2024,21/07/2024,asp,comparison,13.77891786
12345,dm,each,30,22/07/2024,28/07/2024,asp,comparison,13.99316777
12345,dm,each,31,29/07/2024,4/08/2024,asp,comparison,15.31242616
12345,dm,each,32,5/08/2024,11/08/2024,asp,comparison,15.1563486
12345,dm,each,33,12/08/2024,18/08/2024,asp,comparison,14.49418714
12345,dm,each,34,19/08/2024,25/08/2024,asp,comparison,16.51879199
12345,dm,each,35,26/08/2024,1/09/2024,asp,comparison,15.07812226
12345,dm,each,36,2/09/2024,8/09/2024,asp,comparison,15.81489598
12345,dm,each,37,9/09/2024,15/09/2024,asp,comparison,16.068454
12345,dm,each,38,16/09/2024,22/09/2024,asp,comparison,12.44586802
12345,dm,each,39,23/09/2024,29/09/2024,asp,comparison,14.61628943
12345,dm,each,40,30/09/2024,6/10/2024,asp,comparison,15.79449798
12345,dm,each,41,7/10/2024,13/10/2024,asp,comparison,13.47208697
12345,dm,each,42,14/10/2024,20/10/2024,asp,comparison,11.43147006
12345,dm,each,43,21/10/2024,27/10/2024,asp,comparison,11.00973678
12345,dm,each,44,28/10/2024,3/11/2024,asp,comparison,13.19482709
12345,dm,each,45,4/11/2024,10/11/2024,asp,comparison,12.87246628
12345,dm,each,46,11/11/2024,17/11/2024,asp,comparison,12.36339051
12345,dm,each,47,18/11/2024,24/11/2024,asp,comparison,12.34011861
12345,dm,each,48,25/11/2024,1/12/2024,asp,comparison,11.92488173
12345,dm,each,49,2/12/2024,8/12/2024,asp,comparison,13.1635922
12345,dm,each,50,9/12/2024,15/12/2024,asp,comparison,11.48504374
12345,dm,each,51,16/12/2024,22/12/2024,asp,comparison,13.59693423
12345,dm,each,52,23/12/2024,29/12/2024,asp,comparison,14.12339676
12345,dm,each,53,30/12/2024,31/12/2024,asp,comparison,19.91119665
12345,dm,each,9,26/02/2024,2/03/2025,gp_percent,focus,0.503638618
12345,dm,each,10,4/03/2024,10/03/2024,gp_percent,focus,0.435999713
12345,dm,each,11,11/03/2024,17/03/2024,gp_percent,focus,0.447525856
12345,dm,each,12,18/03/2024,24/03/2024,gp_percent,focus,0.448863131
12345,dm,each,13,25/03/2024,31/03/2024,gp_percent,focus,0.396857025
12345,dm,each,14,1/04/2024,7/04/2024,gp_percent,focus,0.42540645
12345,dm,each,15,8/04/2024,14/04/2024,gp_percent,focus,0.60839411
12345,dm,each,16,15/04/2024,21/04/2024,gp_percent,focus,0.550364439
12345,dm,each,17,22/04/2024,28/04/2024,gp_percent,focus,0.577526541
12345,dm,each,18,29/04/2024,5/05/2024,gp_percent,focus,0.481899281
12345,dm,each,19,6/05/2024,12/05/2024,gp_percent,focus,0.470904339
12345,dm,each,20,13/05/2024,19/05/2024,gp_percent,focus,0.426088407
12345,dm,each,21,20/05/2024,26/05/2024,gp_percent,focus,0.386871054
12345,dm,each,22,27/05/2024,2/06/2024,gp_percent,focus,0.410585111
12345,dm,each,23,3/06/2024,9/06/2024,gp_percent,focus,0.59105268
12345,dm,each,24,10/06/2024,16/06/2024,gp_percent,focus,0.565332258
12345,dm,each,25,17/06/2024,23/06/2024,gp_percent,focus,0.536437489
12345,dm,each,26,24/06/2024,30/06/2024,gp_percent,focus,0.608897107
12345,dm,each,27,1/07/2024,7/07/2024,gp_percent,focus,NA
12345,dm,each,28,8/07/2024,14/07/2024,gp_percent,focus,NA
12345,dm,each,29,15/07/2024,21/07/2024,gp_percent,focus,NA
12345,dm,each,30,22/07/2024,28/07/2024,gp_percent,focus,NA
12345,dm,each,31,29/07/2024,4/08/2024,gp_percent,focus,NA
12345,dm,each,32,5/08/2024,11/08/2024,gp_percent,focus,0.393861207
12345,dm,each,33,12/08/2024,18/08/2024,gp_percent,focus,0.391940028
12345,dm,each,34,19/08/2024,25/08/2024,gp_percent,focus,0.389972372
12345,dm,each,35,26/08/2024,1/09/2024,gp_percent,focus,0.391900468
12345,dm,each,36,2/09/2024,8/09/2024,gp_percent,focus,0.448899527
12345,dm,each,37,9/09/2024,15/09/2024,gp_percent,focus,0.539783104
12345,dm,each,38,16/09/2024,22/09/2024,gp_percent,focus,0.60178527
12345,dm,each,39,23/09/2024,29/09/2024,gp_percent,focus,0.571319208
12345,dm,each,40,30/09/2024,6/10/2024,gp_percent,focus,0.613649366
12345,dm,each,41,7/10/2024,13/10/2024,gp_percent,focus,0.581876959
12345,dm,each,42,14/10/2024,20/10/2024,gp_percent,focus,0.578248843
12345,dm,each,43,21/10/2024,27/10/2024,gp_percent,focus,0.40396183
12345,dm,each,44,28/10/2024,3/11/2024,gp_percent,focus,0.442273479
12345,dm,each,45,4/11/2024,10/11/2024,gp_percent,focus,0.423177593
12345,dm,each,46,11/11/2024,17/11/2024,gp_percent,focus,0.381980816
12345,dm,each,47,18/11/2024,24/11/2024,gp_percent,focus,0.395265228
12345,dm,each,48,25/11/2024,1/12/2024,gp_percent,focus,0.377018552
12345,dm,each,49,2/12/2024,8/12/2024,gp_percent,focus,0.444802267
12345,dm,each,50,9/12/2024,15/12/2024,gp_percent,focus,0.530103102
12345,dm,each,51,16/12/2024,22/12/2024,gp_percent,focus,0.535344177
12345,dm,each,52,23/12/2024,29/12/2024,gp_percent,focus,0.582977643
12345,dm,each,53,30/12/2024,31/12/2024,gp_percent,focus,0.519524784
12345,dm,each,1,1/01/2025,5/01/2025,gp_percent,focus,0.529642177
12345,dm,each,2,6/01/2025,12/01/2025,gp_percent,focus,0.487233845
12345,dm,each,3,13/01/2025,19/01/2025,gp_percent,focus,0.473532751
12345,dm,each,4,20/01/2025,26/01/2025,gp_percent,focus,0.45662322
12345,dm,each,5,27/01/2025,2/02/2025,gp_percent,focus,0.472831231
12345,dm,each,6,3/02/2025,9/02/2025,gp_percent,focus,0.463830293
12345,dm,each,7,10/02/2025,16/02/2025,gp_percent,focus,0.457028295
12345,dm,each,8,17/02/2025,23/02/2025,gp_percent,focus,0.451483608
12345,dm,each,18,29/04/2024,5/05/2024,gp_percent,comparison,0.407888328
12345,dm,each,19,6/05/2024,12/05/2024,gp_percent,comparison,0.443998691
12345,dm,each,20,13/05/2024,19/05/2024,gp_percent,comparison,0.385303103
12345,dm,each,21,20/05/2024,26/05/2024,gp_percent,comparison,0.434649366
12345,dm,each,22,27/05/2024,2/06/2024,gp_percent,comparison,0.495979712
12345,dm,each,23,3/06/2024,9/06/2024,gp_percent,comparison,0.47943807
12345,dm,each,24,10/06/2024,16/06/2024,gp_percent,comparison,0.52905071
12345,dm,each,25,17/06/2024,23/06/2024,gp_percent,comparison,0.459251567
12345,dm,each,26,24/06/2024,30/06/2024,gp_percent,comparison,0.452434799
12345,dm,each,27,1/07/2024,7/07/2024,gp_percent,comparison,0.594956766
12345,dm,each,28,8/07/2024,14/07/2024,gp_percent,comparison,0.564950358
12345,dm,each,29,15/07/2024,21/07/2024,gp_percent,comparison,0.409177242
12345,dm,each,30,22/07/2024,28/07/2024,gp_percent,comparison,0.435305935
12345,dm,each,31,29/07/2024,4/08/2024,gp_percent,comparison,0.479316569
12345,dm,each,32,5/08/2024,11/08/2024,gp_percent,comparison,0.494465599
12345,dm,each,33,12/08/2024,18/08/2024,gp_percent,comparison,0.446924752
12345,dm,each,34,19/08/2024,25/08/2024,gp_percent,comparison,0.510146975
12345,dm,each,35,26/08/2024,1/09/2024,gp_percent,comparison,0.46357878
12345,dm,each,36,2/09/2024,8/09/2024,gp_percent,comparison,0.456591605
12345,dm,each,37,9/09/2024,15/09/2024,gp_percent,comparison,0.458257974
12345,dm,each,38,16/09/2024,22/09/2024,gp_percent,comparison,0.277996525
12345,dm,each,39,23/09/2024,29/09/2024,gp_percent,comparison,0.440166517
12345,dm,each,40,30/09/2024,6/10/2024,gp_percent,comparison,0.426763735
12345,dm,each,41,7/10/2024,13/10/2024,gp_percent,comparison,0.356602672
12345,dm,each,42,14/10/2024,20/10/2024,gp_percent,comparison,0.348205913
12345,dm,each,43,21/10/2024,27/10/2024,gp_percent,comparison,0.360216145
12345,dm,each,44,28/10/2024,3/11/2024,gp_percent,comparison,0.375710472
12345,dm,each,45,4/11/2024,10/11/2024,gp_percent,comparison,0.42402007
12345,dm,each,46,11/11/2024,17/11/2024,gp_percent,comparison,0.401742149
12345,dm,each,47,18/11/2024,24/11/2024,gp_percent,comparison,0.377985361
12345,dm,each,48,25/11/2024,1/12/2024,gp_percent,comparison,0.367659272
12345,dm,each,49,2/12/2024,8/12/2024,gp_percent,comparison,0.341803544
12345,dm,each,50,9/12/2024,15/12/2024,gp_percent,comparison,0.356511684
12345,dm,each,51,16/12/2024,22/12/2024,gp_percent,comparison,0.336211465
12345,dm,each,52,23/12/2024,29/12/2024,gp_percent,comparison,0.385861708
12345,dm,each,53,30/12/2024,31/12/2024,gp_percent,comparison,0.606927781
12345,dm,multipack,9,26/02/2024,2/03/2025,sales,focus,82416.64311
12345,dm,multipack,10,4/03/2024,10/03/2024,sales,focus,63563.91383
12345,dm,multipack,11,11/03/2024,17/03/2024,sales,focus,81028.60571
12345,dm,multipack,12,18/03/2024,24/03/2024,sales,focus,124332.9366
12345,dm,multipack,13,25/03/2024,31/03/2024,sales,focus,170821.6568
12345,dm,multipack,14,1/04/2024,7/04/2024,sales,focus,74736.76187
12345,dm,multipack,15,8/04/2024,14/04/2024,sales,focus,23326.16079
12345,dm,multipack,16,15/04/2024,21/04/2024,sales,focus,20912.85119
12345,dm,multipack,17,22/04/2024,28/04/2024,sales,focus,20813.88292
12345,dm,multipack,18,29/04/2024,5/05/2024,sales,focus,99637.93654
12345,dm,multipack,19,6/05/2024,12/05/2024,sales,focus,156829.9651
12345,dm,multipack,20,13/05/2024,19/05/2024,sales,focus,165027.2944
12345,dm,multipack,21,20/05/2024,26/05/2024,sales,focus,222318.8287
12345,dm,multipack,22,27/05/2024,2/06/2024,sales,focus,71285.38306
12345,dm,multipack,23,3/06/2024,9/06/2024,sales,focus,20815.97695
12345,dm,multipack,24,10/06/2024,16/06/2024,sales,focus,19027.06883
12345,dm,multipack,25,17/06/2024,23/06/2024,sales,focus,21068.1309
12345,dm,multipack,26,24/06/2024,30/06/2024,sales,focus,21256.73082
12345,dm,multipack,27,1/07/2024,7/07/2024,sales,focus,0
12345,dm,multipack,28,8/07/2024,14/07/2024,sales,focus,0
12345,dm,multipack,29,15/07/2024,21/07/2024,sales,focus,0
12345,dm,multipack,30,22/07/2024,28/07/2024,sales,focus,0
12345,dm,multipack,31,29/07/2024,4/08/2024,sales,focus,0
12345,dm,multipack,32,5/08/2024,11/08/2024,sales,focus,109278.2164
12345,dm,multipack,33,12/08/2024,18/08/2024,sales,focus,118014.5024
12345,dm,multipack,34,19/08/2024,25/08/2024,sales,focus,108385.6434
12345,dm,multipack,35,26/08/2024,1/09/2024,sales,focus,126341.0125
12345,dm,multipack,36,2/09/2024,8/09/2024,sales,focus,74590.38322
12345,dm,multipack,37,9/09/2024,15/09/2024,sales,focus,31315.91238
12345,dm,multipack,38,16/09/2024,22/09/2024,sales,focus,19655.66304
12345,dm,multipack,39,23/09/2024,29/09/2024,sales,focus,21846.92775
12345,dm,multipack,40,30/09/2024,6/10/2024,sales,focus,21247.8564
12345,dm,multipack,41,7/10/2024,13/10/2024,sales,focus,17352.62372
12345,dm,multipack,42,14/10/2024,20/10/2024,sales,focus,18506.17731
12345,dm,multipack,43,21/10/2024,27/10/2024,sales,focus,44726.46238
12345,dm,multipack,44,28/10/2024,3/11/2024,sales,focus,48190.09727
12345,dm,multipack,45,4/11/2024,10/11/2024,sales,focus,105558.0377
12345,dm,multipack,46,11/11/2024,17/11/2024,sales,focus,125858.2796
12345,dm,multipack,47,18/11/2024,24/11/2024,sales,focus,119074.0692
12345,dm,multipack,48,25/11/2024,1/12/2024,sales,focus,111823.5597
12345,dm,multipack,49,2/12/2024,8/12/2024,sales,focus,46849.84659
12345,dm,multipack,50,9/12/2024,15/12/2024,sales,focus,24331.54569
12345,dm,multipack,51,16/12/2024,22/12/2024,sales,focus,40124.58083
12345,dm,multipack,52,23/12/2024,29/12/2024,sales,focus,32377.722
12345,dm,multipack,53,30/12/2024,31/12/2024,sales,focus,8675.437787
12345,dm,multipack,1,1/01/2025,5/01/2025,sales,focus,10874.2441
12345,dm,multipack,2,6/01/2025,12/01/2025,sales,focus,58315.30156
12345,dm,multipack,3,13/01/2025,19/01/2025,sales,focus,71429.38093
12345,dm,multipack,4,20/01/2025,26/01/2025,sales,focus,89346.17958
12345,dm,multipack,5,27/01/2025,2/02/2025,sales,focus,108221.8933
12345,dm,multipack,6,3/02/2025,9/02/2025,sales,focus,65385.83292
12345,dm,multipack,7,10/02/2025,16/02/2025,sales,focus,57242.68886
12345,dm,multipack,8,17/02/2025,23/02/2025,sales,focus,57494.31289
12345,dm,multipack,18,29/04/2024,5/05/2024,sales,comparison,83257.4436
12345,dm,multipack,19,6/05/2024,12/05/2024,sales,comparison,82423.36226
12345,dm,multipack,20,13/05/2024,19/05/2024,sales,comparison,85965.65719
12345,dm,multipack,21,20/05/2024,26/05/2024,sales,comparison,60996.15115
12345,dm,multipack,22,27/05/2024,2/06/2024,sales,comparison,59580.72994
12345,dm,multipack,23,3/06/2024,9/06/2024,sales,comparison,68310.52456
12345,dm,multipack,24,10/06/2024,16/06/2024,sales,comparison,58683.92655
12345,dm,multipack,25,17/06/2024,23/06/2024,sales,comparison,65982.79676
12345,dm,multipack,26,24/06/2024,30/06/2024,sales,comparison,98384.74259
12345,dm,multipack,27,1/07/2024,7/07/2024,sales,comparison,61228.13918
12345,dm,multipack,28,8/07/2024,14/07/2024,sales,comparison,33891.47723
12345,dm,multipack,29,15/07/2024,21/07/2024,sales,comparison,79524.95233
12345,dm,multipack,30,22/07/2024,28/07/2024,sales,comparison,106452.516
12345,dm,multipack,31,29/07/2024,4/08/2024,sales,comparison,111507.1258
12345,dm,multipack,32,5/08/2024,11/08/2024,sales,comparison,108090.9347
12345,dm,multipack,33,12/08/2024,18/08/2024,sales,comparison,102571.2638
12345,dm,multipack,34,19/08/2024,25/08/2024,sales,comparison,114804.1238
12345,dm,multipack,35,26/08/2024,1/09/2024,sales,comparison,119415.1125
12345,dm,multipack,36,2/09/2024,8/09/2024,sales,comparison,69845.97001
12345,dm,multipack,37,9/09/2024,15/09/2024,sales,comparison,66122.16023
12345,dm,multipack,38,16/09/2024,22/09/2024,sales,comparison,146763.3014
12345,dm,multipack,39,23/09/2024,29/09/2024,sales,comparison,48356.14843
12345,dm,multipack,40,30/09/2024,6/10/2024,sales,comparison,39267.03772
12345,dm,multipack,41,7/10/2024,13/10/2024,sales,comparison,124190.9655
12345,dm,multipack,42,14/10/2024,20/10/2024,sales,comparison,116483.4474
12345,dm,multipack,43,21/10/2024,27/10/2024,sales,comparison,141181.8107
12345,dm,multipack,44,28/10/2024,3/11/2024,sales,comparison,240244.2945
12345,dm,multipack,45,4/11/2024,10/11/2024,sales,comparison,236398.3929
12345,dm,multipack,46,11/11/2024,17/11/2024,sales,comparison,235281.5233
12345,dm,multipack,47,18/11/2024,24/11/2024,sales,comparison,220730.9853
12345,dm,multipack,48,25/11/2024,1/12/2024,sales,comparison,139605.0972
12345,dm,multipack,49,2/12/2024,8/12/2024,sales,comparison,125291.3786
12345,dm,multipack,50,9/12/2024,15/12/2024,sales,comparison,149526.6272
12345,dm,multipack,51,16/12/2024,22/12/2024,sales,comparison,164441.2054
12345,dm,multipack,52,23/12/2024,29/12/2024,sales,comparison,90951.26957
12345,dm,multipack,53,30/12/2024,31/12/2024,sales,comparison,10087.12427
12345,dm,multipack,9,26/02/2024,2/03/2025,asp,focus,15.60837449
12345,dm,multipack,10,4/03/2024,10/03/2024,asp,focus,16.75166855
12345,dm,multipack,11,11/03/2024,17/03/2024,asp,focus,16.32382303
12345,dm,multipack,12,18/03/2024,24/03/2024,asp,focus,13.85345968
12345,dm,multipack,13,25/03/2024,31/03/2024,asp,focus,14.04100181
12345,dm,multipack,14,1/04/2024,7/04/2024,asp,focus,14.06368356
12345,dm,multipack,15,8/04/2024,14/04/2024,asp,focus,19.40642426
12345,dm,multipack,16,15/04/2024,21/04/2024,asp,focus,18.38877737
12345,dm,multipack,17,22/04/2024,28/04/2024,asp,focus,21.18106788
12345,dm,multipack,18,29/04/2024,5/05/2024,asp,focus,15.26104778
12345,dm,multipack,19,6/05/2024,12/05/2024,asp,focus,14.52208081
12345,dm,multipack,20,13/05/2024,19/05/2024,asp,focus,12.97905799
12345,dm,multipack,21,20/05/2024,26/05/2024,asp,focus,14.23466977
12345,dm,multipack,22,27/05/2024,2/06/2024,asp,focus,16.13705922
12345,dm,multipack,23,3/06/2024,9/06/2024,asp,focus,18.07849762
